"","ID","Category","Unit","Rubric","Translation","Question","Choices","Solution","Image","Tags"
"362","363","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","혜성이 야기하지 않았을지도 모른다 / 멸종을 (공룡의). 확실한 증거가 없다 (그것에 대한).","{{c1::A comet may not have caused the extinction of the dinosaurs. There is no authentic proof of it.}}","a comet may not have caused the extinction of the dinosaurs There is no authentic proof of it","","",""
"363","364","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","그는 그때 너무 어렸다. 갑작스러운 명성에 대처하는 것은 / 어려웠을 수도 있다 / 그에게","{{c1::He was very young then. Dealing with the sudden fame could have been difficult for him.}}","he was very young then Dealing with the sudden fame could have been difficult for him","","",""
"364","365","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","그 시험은 상당히 어려웠다. 수잔이 만점을 받았을 리가 없다.","{{c1::The exam was quite difficult. Susan cannot have gotten a perfect score.}}","the exam was quite difficult Susan cannot have gotten a perfect score","","",""
"365","366","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","몇몇 작은 공룡들은 [날지 않았던] / 깃털을 가지고 있었다.
 그 깃털은 어쩌면 ~이었을지도 모른다 / 따뜻하게 하기 위함 / 날기 위함이 아니라.","{{c1::Some small dinosaurs that did not fly had feathers. The feathers might have been for keeping warm, but not for flying.}}","some small dinosaurs that did not fly had feathers The feathers might have been for keeping warm, but not for flying","","",""
"366","367","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","당신의 지원서는 너무 늦었습니다. 당신은 그것을 제출했어야 했습니다 / 그저께.","{{c1::Your application is too late. You should have submitted it the day before yesterday.}}","your application is too late You should have submitted it the day before yesterday","","",""
"367","368","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","나는 오늘 아침 학교에 지각했다. 나는 버스 시간표를 확인했어야 했는데 (하지 않았다) / 미리.","{{c1::I was late for school this morning. I should have checked the bus schedule in advance.}}","I was late for school this morning I should have checked the bus schedule in advance","","",""
"368","369","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","그녀가 왜 늦을까？ 그녀는 도착했어야 했는데 (하지 않았다) / 지금쯤.","{{c1::Why is she late? She ought to have arrived by now.}}","why is she late? She ought to have arrived by now","","",""
"369","370","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","나는 그것을 말하지 말았어야 했다, // 하지만 그 말이 불쑥 나와 버렸다 / 내 입에서.","{{c1::I shouldn’t have said it, but the words slipped out of my mouth.}}","I shouldn’t have said it, but the words slipped out of my mouth","","",""
"370","371","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","너는 올 필요가 없었다 / 이렇게 일찍. 그 서점은 문을 열지 않는다 / 오전 10시까지는.","{{c1::You needn’t have come this early. The bookstore doesn’t open till 10 a.m.}}","you needn’t have come this early The bookstore doesn’t open till 10 am","","",""
"371","372","CHAPTER 06 조동사","UNIT 35 과거에 대한 가능성 / 추측 / 후회","문장을 완성하라.","만약 당신이 시간을 보낸다면 / 당신이 했어야 했던 일에 대해 생각하는 데, // 당신은 귀중한 시간을 잃는다 (당신이 무엇을 할지를 계획하는).","{{c1::If you spend time thinking about what you should have done, you lose valuable time for planning what you will do.}}","if you spend time thinking about what you should have done, you lose valuable time for planning what you will do","","",""
"372","373","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","정의는 요구한다 // 어떤 차별도 없어야 한다고 / 어느 누구에 대해서도.","{{c1::Justice demands that there (should) be no discrimination against anybody.}}","justice demands that there (should) be no discrimination against anybody","","",""
"373","374","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","삶은 요구하지 않는다 // 우리가 최고가 되어야 한다고, // 다만 우리가 최선을 다해야 한다고","{{c1::Life doesn’t require that we be the best, only that we try our best.}}","life doesn’t require that we be the best, only that we try our best","","",""
"374","375","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","그들은 제안한다 // 젊은 사람들이 돈을 낭비하기를 그만두어야 한다고 / 불필요한 것에 / 그 리고 저축을 시작해야 한다고.","{{c1::They suggest that young people stop wasting their money on unnecessary things and start saving it.}}","they suggest that young people stop wasting their money on unnecessary things and start saving it","","",""
"375","376","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","나는 주장한다 // 모든 방에는 갖추어져 있어야 한다고 / 소화기가.","{{c1::I insist that every room be provided with a fire extinguisher.}}","I insist that every room be provided with a fire extinguisher","","",""
"376","377","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","(~이) 필요하다 // 우리가 다른 사람들을 고려해야 하는 것이 / 우리가 행동하기 전에.","{{c1::It is necessary that we consider other people before we act.}}","it is necessary that we consider other people before we act","","",""
"377","378","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","내 제안은 ~이다 // 어린이들이 주의해야 한다는 것 / 어떻게 그리고 얼마나 많이 그들이 스마 트폰을 사용하는지 모두에서.","{{c1::My suggestion is that children be careful in both how and how much they use their smartphones.}}","my suggestion is that children be careful in both how and how much they use their smartphones","","",""
"378","379","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","(~은) 내 제안이다 // 정부가 가짜 뉴스를 규제해야 한다는 것은.","{{c1::It’s my proposal that the government regulate fake news.}}","it’s my proposal that the government regulate fake news","","",""
"379","380","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","건강 전문가들은 권고한다 // 견과류는 주기적으로 섭취되어야 한다고, // 그것들은 주요 공급 원이기 때문에 (단백질, 무기질 그리고 비타민의).","{{c1::Health experts recommend that nuts be eaten regularly, as they are major sources of protein, minerals, and vitamins.}}","health experts recommend that nuts be eaten regularly, as they are major sources of protein, minerals, and vitamins","","",""
"380","381","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","(~이) 그다지 이상하지는 않다 // 걱정이 신체적 증상을 낳는다는 것이.","{{c1::It is not so strange that worry should produce physical symptoms.}}","it is not so strange that worry should produce physical symptoms","","",""
"381","382","CHAPTER 06 조동사","UNIT 36 should의 특별한 쓰임","문장을 완성하라.","(~이) 유감이다 // 그가 놓치다니 / 너무나 황금 같은 기회를.","{{c1::It is a shame that he should miss such a golden opportunity.}}","it is a shame that he should miss such a golden opportunity","","",""
"382","383","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","나는 고기를 먹곤 했다, // 그러나 이제는 채식주의자이다.","{{c1::I would[used to] eat meat, but now I’m a vegetarian.}}","I would[used to] eat meat, but now I’m a vegetarian","","",""
"383","384","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","그는 매년 겨울 살이 쪘다 // 그가 스키 타는 것을 시작하기 전까지는.","{{c1::He used to put on weight every winter until he started skiing.}}","he used to put on weight every winter until he started skiing","","",""
"384","385","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","너는 예전에 어디에 살았니 // 여기로 이사 오기 전에?","{{c1::Where did you use to live before you moved here?}}","where did you use to live before you moved here?","","",""
"385","386","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","저희는 감사드리고 싶습니다 / 귀하의 제안에 (더 많은 직원 건강 프로그램을 도입하는 것에 관한).","{{c1::We would like to thank you for your suggestion about introducing more employee wellness programs.}}","we would like to thank you for your suggestion about introducing more employee wellness programs","","",""
"386","387","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","나는 차라리 무언가 위대한 일을 시도해보고 실패하고 싶다 / 아무것도 시도해보지 않고 성공 하느니.","{{c1::I’d rather attempt to do something great and fail than attempt to do nothing and succeed.}}","i’d rather attempt to do something great and fail than attempt to do nothing and succeed","","",""
"387","388","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","만약 네가 꿈을 가져야 한다면, // 너는 크게 꿈꾸는 게 더 낫다.","{{c1::If you have to have a dream, you may as well dream big.}}","if you have to have a dream, you may as well dream big","","",""
"388","389","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","내가 훌륭한 음악을 들을 때, // 나는 그것에 영감을 받지 않을 수 없다.","{{c1::When I hear great music, I can’t help being inspired by it.}}","when I hear great music, I can’t help being inspired by it","","",""
"389","390","CHAPTER 06 조동사","UNIT 37 자주 보이는 조동사 표현","문장을 완성하라.","부모는 아무리 신중해도 지나치지 않다 / 그들의 말과 행동에 대해서 / 그들의 아이들 앞에서.","{{c1::Parents cannot be too careful about their words and actions before their children.}}","parents cannot be too careful about their words and actions before their children","","",""
